keyword,category,industry,source_sheets,search_intent,funnel_stage,primary_or_secondary,target_url,target_page_type,content_type,cluster,seasonality,priority,cannibalization_risk,status,reason
personalized employee appreciation box,Premium Kits,HR / Employee Experience,SEO Keywords,industry-specific,middle,supporting,/industries,hub,hub page copy,industries,evergreen,4,low,consolidated,"HR / Employee Experience has too few genuinely distinct keywords to fill a non-duplicative page, so it is covered in the 'Sectors covered without a dedicated page' section of /industries and routed to the matching use-case page. A page per industry tag here would be doorway-page behaviour."
premium remote work gift kit India,Premium Kits,HR / Employee Experience,SEO Keywords,industry-specific,middle,supporting,/industries,hub,hub page copy,industries,evergreen,4,low,consolidated,"HR / Employee Experience has too few genuinely distinct keywords to fill a non-duplicative page, so it is covered in the 'Sectors covered without a dedicated page' section of /industries and routed to the matching use-case page. A page per industry tag here would be doorway-page behaviour."
work anniversary premium gift set,Premium Kits,HR / Employee Experience,SEO Keywords,industry-specific,middle,supporting,/industries,hub,hub page copy,industries,evergreen,4,low,consolidated,"HR / Employee Experience has too few genuinely distinct keywords to fill a non-duplicative page, so it is covered in the 'Sectors covered without a dedicated page' section of /industries and routed to the matching use-case page. A page per industry tag here would be doorway-page behaviour."
executive tech accessories gift box,Premium Kits,Technology / SaaS / AI,SEO Keywords,executive gifting,none,none,,none,none,excluded,evergreen,4,none,not-targeted,"Describes a product type (""tech accessories"") that is not in the catalog, which is stationery, pens, journals, folios and planners. Ranking for it would mean publishing specifications for goods we do not sell. Revisit if the range expands."
personalized tech gift box for clients,Premium Kits,Technology / SaaS / AI,SEO Keywords,industry-specific,middle,supporting,/industries/it-software-saas,industry-landing,landing page copy,industries,evergreen,3,low,targeted,Industry-tagged term supported by the Technology / SaaS / AI content on /industries/it-software-saas.
premium desk setup gift box India,Premium Kits,Technology / SaaS / AI,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,"Describes a product type (""desk setup"") that is not in the catalog, which is stationery, pens, journals, folios and planners. Ranking for it would mean publishing specifications for goods we do not sell. Revisit if the range expands."
premium gadget gift set for corporate employees,Premium Kits,Technology / SaaS / AI,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,"Describes a product type (""gadget"") that is not in the catalog, which is stationery, pens, journals, folios and planners. Ranking for it would mean publishing specifications for goods we do not sell. Revisit if the range expands."
premium hybrid work gift set,Premium Kits,Technology / SaaS / AI,SEO Keywords,industry-specific,middle,supporting,/industries/it-software-saas,industry-landing,landing page copy,industries,evergreen,3,low,targeted,Industry-tagged term supported by the Technology / SaaS / AI content on /industries/it-software-saas.
premium tech gift bundle for employees,Premium Kits,Technology / SaaS / AI,SEO Keywords,industry-specific,middle,supporting,/industries/it-software-saas,industry-landing,landing page copy,industries,evergreen,3,low,targeted,Industry-tagged term supported by the Technology / SaaS / AI content on /industries/it-software-saas.
premium wireless charging corporate gift set,Premium Kits,Technology / SaaS / AI,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,"Describes a product type (""wireless charging"") that is not in the catalog, which is stationery, pens, journals, folios and planners. Ranking for it would mean publishing specifications for goods we do not sell. Revisit if the range expands."
tech startup client gift box India,Premium Kits,Technology / SaaS / AI,SEO Keywords,client gifting,bottom,supporting,/industries/it-software-saas,industry-landing,landing page copy,industries,evergreen,3,low,targeted,Industry-tagged term supported by the Technology / SaaS / AI content on /industries/it-software-saas.
AI / Tech Startups premium corporate gifts,Premium Kits,AI / Tech Startups,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Automotive premium corporate gifts,Premium Kits,Automotive,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
BFSI / Insurance premium corporate gifts,Premium Kits,BFSI / Insurance,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Banking premium corporate gifts,Premium Kits,Banking,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Coaching / EdTech premium corporate gifts,Premium Kits,Coaching / EdTech,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Construction / Infrastructure premium corporate gifts,Premium Kits,Construction / Infrastructure,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Consulting premium corporate gifts,Premium Kits,Consulting,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Coworking premium corporate gifts,Premium Kits,Coworking,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
E-commerce premium corporate gifts,Premium Kits,E-commerce,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Education premium corporate gifts,Premium Kits,Education,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Events / Conferences premium corporate gifts,Premium Kits,Events / Conferences,SEO Keywords,event gifting,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Finance / Investment premium corporate gifts,Premium Kits,Finance / Investment,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Fintech premium corporate gifts,Premium Kits,Fintech,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Government / PSU premium corporate gifts,Premium Kits,Government / PSU,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Healthcare premium corporate gifts,Premium Kits,Healthcare,SEO Keywords,industry-specific,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
